NO;LEVEL;TANGGAL PEMANTAUAN;PERIODE PEMANTAUAN;KODE LOKASI;NAMA LOKASI;ALAMAT LOKASI;PROVINSI;LATITUDE;LONGITUDE;PERUNTUKAN;TSS (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER TSS  (mg/L);DO (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER OKSIGEN TERLARUT  (mg/L);MINYAK & LEMAK (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER MINTAK DAN LEMAK  (mg/L);AMONIA TOTAL (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER AMONIA TOTAL mg/L);ORTOFOSFAT (PO4-P) (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PO4- (mg/L);BOD (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER BOD (mg/L);SUHU;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SUHU;SALINITAS;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SALINITAS;KECERAHAN;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KECERAHAN;KEKERUHAN (NTU);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KEKERUHAN (NTU);PAH (Polisiklik Aromatik Hidrokarbon);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PAH;PESTISIDA/HERBISIDA (BHC);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (BHC) ;PESTISIDA/HERBISIDA (DDT);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (DDT) ;"PESTISIDA/HERBISIDA
(ENDRIN)";STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (ENDRIN) ;FECAL COLIFORM/E.COLI;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER FECAL/COLIFORM; (DIC) DISSOLVED OXYGEN CARBON;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER  (DIC) DISSOLVED OXYGEN CARBON
390;PROVINSI;16/02/2020;1;T3-ST-06-009;Pesisir Morowali;AL-9 WTP Desa Muahino;Sulawesi Tengah;-2.172944;121.591527;Biota Laut;37.99;Layak;6.82;Layak;0.3;Layak;0.09;Layak;0.04;Layak;6;Tidak Layak;29.3;Layak;Access Forbidden;Tidak Layak;3.4;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
391;PUSAT;22/08/2023;2;T3-AC-06-001;PT SBA 1;AL 1 PT Solusi Bangun Andalas;Nanggroe Aceh Darussalam;5.453398;95.240234;Pelabuhan;7.63;Layak;6.44;Layak;0.3;Layak;0.13;Layak;0.04;Layak;5.2;Tidak Layak;29.8;Layak;33.6;Layak;Access Forbidden;Tidak Layak;5.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
392;PUSAT;11/04/2025;2;T1-PT-01-008;Papua Tengah 08;Sungai Kali Nabarua;Papua Tengah;-3.344526;135.51177;Biota Laut;35.97;Layak;5.12;Layak;0.5;Layak;0.14;Layak;0.02;Layak;5;Layak;29.5;Layak;33.8;Layak;4.4;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
393;PROVINSI;06/06/2025;2;T3-KB-12-002;Sungai Kakap 1;Kecamatan Teluk Pakedai;Kalimantan Barat;-0.137019;108.995295;Biota Laut;53.87;Tidak Layak;5.15;Layak;1;Layak;0.14;Layak;0.01;Layak;4.4;Layak;29.4;Layak;32.9;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
394;PUSAT;24/06/2022;2;T3-LA-71-020;LAM AKR 01;AL1 AKR Corporindo;Lampung;-5.476353;105.317111;Pelabuhan;38.02;Layak;5.29;Layak;0.3;Layak;0.03;Layak;0.04;Layak;3.8;Layak;28.8;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
395;PUSAT;29/05/2022;1;T3-KI-71-014;KTM KKT 01;Titik M PT Kaltim Kariangau Terminal;Kalimantan Timur;-1.159613;116.781629;Pelabuhan;49.9;Layak;7.19;Layak;1;Layak;0.17;Layak;0.03;Layak;3.6;Layak;30.7;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
396;PROVINSI;16/04/2024;2;T1-KT-07-005;Kalteng20;Seruyan 5;Kalimantan Tengah;-3.449838;112.562033;Biota Laut;7.63;Layak;7.14;Layak;1;Layak;0.19;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.5;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
397;PROVINSI;10/09/2025;2;T1-KS-01-006;Kalsel20;Pantai Takisung 2;Kalimantan Selatan;-3.875164;114.600031;Wisata Bahari;47.86;Layak;6.57;Layak;0.5;Layak;0.14;Layak;0.02;Layak;Tidak ada data;Tidak Layak;29.9;Layak;Access Forbidden;Tidak Layak;4.3;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
398;PROVINSI;12/07/2025;1;T3-ST-06-001;Pesisir Morowali;AL-1 BDP Desa Labota, Kecamatan Bahodopi;Sulawesi Tengah;-2.839707;122.191721;Biota Laut;24.93;Layak;6.77;Layak;1;Layak;0.08;Layak;0.03;Layak;Tidak ada data;Tidak Layak;29.7;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
399;PROVINSI;18/02/2026;1;T1-KS-01-008;Kalsel22;Pantai Tanjung Dewa-Muara Batakan;Kalimantan Selatan;-4.072166;114.612886;Biota Laut;57.27;Tidak Layak;4.93;Tidak Layak;0.3;Layak;0.11;Layak;0.03;Layak;Tidak ada data;Tidak Layak;28.7;Layak;Access Forbidden;Tidak Layak;4.3;Layak;1.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
400;PUSAT;10/07/2025;2;T1-PD-71-010;Papbar10;Pelabuhan Perikanan Kota Sorong;Papua Barat Daya;-0.882952;131.253223;Pelabuhan;72.32;Tidak Layak;6.65;Layak;1;Layak;0.13;Layak;0.01;Layak;Tidak ada data;Tidak Layak;30.1;Layak;31.9;Layak;3.7;Layak;5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
401;PUSAT;04/08/2020;1;T1-JA-73-001;Jambi01;Kuala Pangkal Bobu;Jambi;-0.794957;103.524828;Biota Laut;48.79;Layak;5.5;Layak;0.3;Layak;0.18;Layak;0.02;Layak;4.5;Layak;29.2;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
402;PUSAT;12/08/2023;1;T1-SS-07-010;Sumsel10;Dermaga Pelabuhan Tanjung Api-api 3;Sumatera Selatan;-2.361654;104.81228;Pelabuhan;30.69;Layak;5.17;Layak;1;Layak;0.02;Layak;0.02;Layak;Access Forbidden;Tidak Layak;29.5;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;5.3;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
403;PROVINSI;03/03/2021;1;T3-KB-12-002;Sungai Kakap 1;Kecamatan Teluk Pakedai;Kalimantan Barat;-0.136293;108.994952;Biota Laut;66.8;Tidak Layak;6.88;Layak;1;Layak;0.08;Layak;0.03;Layak;4.6;Layak;29.3;Layak;33.3;Layak;2.9;Layak;1.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
404;PUSAT;19/08/2019;2;T3-ST-04-001;PPN SULTENG TLI 03;TP-AL IPAL Domestik Air Laut 56 meter arah utara dari jetty head PT PPN - Fuel Terminal Toli-Toli;Sulawesi Tengah;1.113824;120.779827;Pelabuhan;36.37;Layak;5.53;Layak;0.3;Layak;0.01;Layak;0.03;Layak;Access Forbidden;Tidak Layak;30.1;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
405;PUSAT;17/04/2024;1;T3-KR-71-007;KEPRI ECO 01;ECO-01 PT. Ecogreen Oleochemicals - Batam Plant;Kepulauan Riau;1.070079;104.137193;Pelabuhan;50.88;Tidak Layak;5.69;Layak;0.5;Layak;0.13;Layak;0.02;Layak;4.3;Layak;30.1;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;4.5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
406;PROVINSI;18/03/2021;1;T3-ST-11-005;DLH T4 AL;-;Sulawesi Tengah;-1.594726;123.496811;Pelabuhan;61.77;Tidak Layak;6.54;Layak;1;Layak;0.18;Layak;0.02;Layak;Tidak ada data;Tidak Layak;29.7;Layak;33.4;Layak;4.5;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
407;PUSAT;27/09/2020;2;T3-ST-02-003;PPN SULTENG POS 01;TP-1 Air Laut 30 meter arah utara dari outfall Oil Catcher 1 PT PPN - Fuel Terminal Poso;Sulawesi Tengah;-1.396022;120.717506;Pelabuhan;72.55;Tidak Layak;6.56;Layak;0.5;Layak;0.04;Layak;0.01;Layak;Access Forbidden;Tidak Layak;30;Layak;Tidak ada data;Layak;3.9;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
408;PUSAT;29/09/2020;1;T1-PS-01-009;Papua24;Titik Kontrol Merauke-1;Papua Selatan;-8.508995;140.331601;Biota Laut;57.91;Tidak Layak;6.53;Layak;1;Layak;0.14;Layak;0.04;Layak;Access Forbidden;Tidak Layak;29.5;Layak;31.4;Layak;4.1;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
409;PUSAT;30/10/2023;1;T1-AC-06-007;Aceh07;Lam Pageu;Nanggroe Aceh Darussalam;5.562026;95.241462;Biota Laut;37.61;Layak;4.89;Tidak Layak;0.3;Layak;0.08;Layak;0.02;Layak;3.5;Layak;29.3;Layak;Tidak ada data;Layak;Tidak ada data;Layak;3;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
410;PROVINSI;23/12/2024;2;T1-KB-02-004;Kalbar05;Muara Mempawah 2;Kalimantan Barat;0.291502;108.945898;Biota Laut;47.41;Layak;7.05;Layak;0.3;Layak;0.04;Layak;0.03;Layak;5.7;Tidak Layak;30.9;Layak;33.9;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
411;PROVINSI;05/10/2022;1;T3-SB-05-006;Pantai Arta;Pantai Arta;Sumatera Barat;-0.518932;100.05036;Wisata Bahari;51.34;Tidak Layak;5.64;Layak;0.3;Layak;0.15;Layak;0.03;Layak;4.2;Layak;30.8;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
412;PUSAT;29/10/2025;1;T1-AC-06-001;Aceh01;Pantai Lho-Ng;Nanggroe Aceh Darussalam;5.457227;95.241685;Wisata Bahari;10.78;Layak;5.5;Layak;0.5;Layak;0.15;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.2;Layak;32.6;Layak;Tidak ada data;Layak;5.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
413;PUSAT;06/09/2024;1;T1-PS-01-005;Papua20;Pantai Payum-1;Papua Selatan;-8.55397;140.404928;Wisata Bahari;74.93;Tidak Layak;6.91;Layak;0.3;Layak;0.07;Layak;0.02;Layak;Access Forbidden;Tidak Layak;30.8;Layak;33;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
414;PUSAT;17/06/2022;2;T3-JT-01-003;PLN JTG ADI 03;ALT-3 PT. PLN lndonesia Power PLTU Jawa Tengah 2 Adipala;Jawa Tengah;-7.691182;109.136279;Biota Laut;56.68;Tidak Layak;6.73;Layak;0.5;Layak;0.12;Layak;0.02;Layak;Access Forbidden;Tidak Layak;28.6;Layak;Access Forbidden;Tidak Layak;3.3;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
415;PUSAT;04/05/2021;1;T1-GO-03-001;Gortal03;Olele;Gorontalo;0.412063;123.150606;Pelabuhan;27.2;Layak;5.59;Layak;1;Layak;0.18;Layak;0.03;Layak;3.7;Layak;28.7;Layak;32.9;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
416;PUSAT;31/07/2025;1;T1-JA-73-001;Jambi01;Kuala Pangkal Bobu;Jambi;-0.796777;103.524209;Biota Laut;65.54;Tidak Layak;5.73;Layak;0.5;Layak;0.13;Layak;0.03;Layak;Access Forbidden;Tidak Layak;30.1;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
417;PUSAT;19/04/2020;1;T1-GO-04-004;Gortal17;TPI Paguat;Gorontalo;0.478143;122.084094;Pelabuhan;53.92;Tidak Layak;6.76;Layak;0.5;Layak;0.06;Layak;0.04;Layak;2.3;Layak;29.2;Layak;Tidak ada data;Layak;3.6;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
418;PROVINSI;11/08/2020;1;T1-KS-02-004;Kalsel14;Pertamina TBBM Kotabaru;Kalimantan Selatan;-3.246668;116.195974;Pelabuhan;13.15;Layak;5.72;Layak;1;Layak;0.18;Layak;0.04;Layak;3.5;Layak;29.2;Layak;Access Forbidden;Tidak Layak;3.6;Layak;5.2;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
419;PROVINSI;31/05/2023;1;T3-KT-11-001;Kalteng 21;Muara Sungai Pantai;Kalimantan Tengah;-3.417018;114.21297;Biota Laut;51.51;Tidak Layak;5.9;Layak;0.5;Layak;0.18;Layak;0.04;Layak;Access Forbidden;Tidak Layak;30;Layak;31.8;Layak;Access Forbidden;Tidak Layak;7.1;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
420;PUSAT;09/02/2020;1;T1-PD-05-005;Papbar15;Dermaga Kampung Arar;Papua Barat Daya;-1.004234;131.241006;Biota Laut;39.02;Layak;7;Layak;0.3;Layak;0.18;Layak;0.04;Layak;Access Forbidden;Tidak Layak;29.9;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
421;PUSAT;15/09/2021;2;T3-AC-06-003;PT SBA 3;AL 3 PT Solusi Bangun Andalas;Nanggroe Aceh Darussalam;5.453959;95.242505;Pelabuhan;40.18;Layak;6.95;Layak;0.3;Layak;0.08;Layak;0.04;Layak;Tidak ada data;Tidak Layak;29.6;Layak;Tidak ada data;Layak;Tidak ada data;Layak;4.2;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
422;PROVINSI;17/09/2022;2;T1-KS-04-003;Kalsel09;Muara Sungai Barito (Barat);Kalimantan Selatan;-3.500505;114.424015;Biota Laut;30.4;Layak;6.04;Layak;0.5;Layak;0.18;Layak;0.04;Layak;Access Forbidden;Tidak Layak;28.8;Layak;32.2;Layak;4.4;Layak;1.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
423;PUSAT;28/02/2025;1;T3-NB-04-003;PLN NTB SBW 02;500 m setelah output PLTMG - PT PLN (Persero) UP Tambora PLTMG Sumbawa;Nusa Tenggara Barat;-8.439766;117.341426;Pelabuhan;69.48;Tidak Layak;6.76;Layak;0.5;Layak;0.18;Layak;0.02;Layak;Access Forbidden;Tidak Layak;29;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
424;PUSAT;25/09/2025;1;T3-JT-01-004;PLN JTG ADI 04;ALT-4 PT. PLN lndonesia Power PLTU Jawa Tengah 2 Adipala;Jawa Tengah;-7.696845;109.133784;Biota Laut;66.38;Tidak Layak;5.93;Layak;0.5;Layak;0.05;Layak;0.04;Layak;3.9;Layak;29.7;Layak;Access Forbidden;Tidak Layak;3.4;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
425;PROVINSI;17/06/2025;2;T3-ST-06-003;Pesisir Morowali;AL-3 BDP Desa Fatufia, Kecamatan Bahodopi;Sulawesi Tengah;-2.792776;122.123715;Biota Laut;25.78;Layak;5.46;Layak;1;Layak;0.11;Layak;0.02;Layak;5.2;Tidak Layak;30.1;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
426;PUSAT;14/04/2024;1;T1-AC-71-001;Aceh08;Lampulo 1;Nanggroe Aceh Darussalam;5.588531;95.313004;Pelabuhan;64.5;Tidak Layak;6.91;Layak;0.3;Layak;0.05;Layak;0.01;Layak;5.7;Tidak Layak;30.3;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
427;PUSAT;23/07/2023;2;T1-PT-01-002;Papua Tengah 02;Pelabuhan Laut;Papua Tengah;-3.230471;135.583151;Pelabuhan;24.94;Layak;7.1;Layak;1;Layak;0.03;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.5;Layak;32.9;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
428;PROVINSI;30/10/2019;1;T3-KT-11-004;Kalteng 25;Titik Kontrol Pulang Pisau;Kalimantan Tengah;-3.454547;114.019787;Biota Laut;36.36;Layak;6.56;Layak;0.3;Layak;0.12;Layak;0.04;Layak;2.6;Layak;29.2;Layak;33.5;Layak;2.8;Layak;5.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
429;PROVINSI;29/07/2019;2;T3-ST-06-005;Pesisir Morowali;AL-5 KTR BGK Kelurahan Bente;Sulawesi Tengah;-2.479015;121.937753;Biota Laut;7.56;Layak;4.86;Tidak Layak;0.5;Layak;0.15;Layak;0.04;Layak;4.8;Layak;29.7;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
430;PUSAT;13/10/2025;1;T1-PT-01-011;Papua Tengah 11;Sungai Kali Nabire;Papua Tengah;-3.361239;135.487425;Biota Laut;57.04;Tidak Layak;6.06;Layak;0.3;Layak;0.1;Layak;0.01;Layak;3.8;Layak;29.7;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
431;PROVINSI;26/10/2021;1;T3-ST-11-001;DLH T2 AL;Pelabuhan Ferry, Tinakin Laut;Sulawesi Tengah;-1.602097;123.493199;Pelabuhan;7.34;Layak;4.81;Tidak Layak;0.5;Layak;0.04;Layak;0.02;Layak;Tidak ada data;Tidak Layak;29.4;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
